fh,polarization,centralFreq,Int000,Int001,S100,S010,S001,S200,S110,S101,S020,S011,S002
4,A,353000,0.9999146761529716,0.9998506969050329,7.132327150198483e-05,-9.399510875175377e-06,0.9999146735650709,8.08340749019317e-05,-7.596784898802545e-07,1.0078960746981145e-06,2.5294579828240823e-05,-8.300944292623197e-06,0.9998938713452693
4,B,353000,0.9999153864009462,0.9998514157768169,7.065427021708865e-05,9.209491304042218e-06,0.9999153838623112,8.010747954712881e-05,8.594585187440938e-07,1.0972279493624392e-06,2.538690352564101e-05,8.440917860610239e-06,0.9998945056169279
5,A,353000,0.999913981312417,0.9998480706289424,7.331965862459295e-05,-1.072681791936585e-05,0.9999139785667623,8.192499700238551e-05,5.8533225610176245e-08,2.4499857148709043e-06,2.5322538521570513e-05,-1.118443362282714e-05,0.999892752464476
5,B,353000,0.9999139057531844,0.9998509205979977,7.20054494040103e-05,5.226203715341173e-06,0.999913903146911,8.090934324216353e-05,1.7317124931288088e-07,1.244834377562712e-06,2.610174883357174e-05,4.625600299043907e-06,0.9998929889079243
6,A,353000,0.9999110407549165,0.9998441614877194,7.643589835069847e-05,-4.061707650173646e-07,0.9999110378333509,8.442958096514966e-05,-2.3208297914974055e-07,3.2319012447619982e-06,2.652484707798971e-05,-1.1540252638122734e-06,0.9998890455719569
6,B,353000,0.9999115880759935,0.9998474445057288,7.482387391974448e-05,2.8178208394026048e-06,0.9999115852724695,8.299139402199895e-05,-1.7267451132939304e-07,2.1826489063859605e-06,2.6965898567423353e-05,2.011477720299078e-06,0.9998900427074097
1,,353000,0.9997953772424268,0.9996522151559474,0.0002133908427160247,-2.6828736153856485e-06,0.9997953544663413,0.00019266466233213274,1.8369275858877131e-06,4.4479256542714276e-05,6.138985745674165e-05,1.4463035270823877e-06,0.9997459454802111
2,,353000,0.9998139372750275,0.9996789611374116,0.0001886835578359868,-2.3133998124660736e-05,0.9998139192033315,0.00017539707303615234,-1.283419151754512e-06,3.5142264150393104e-05,5.5635094944425584e-05,-1.7758456629897402e-05,0.9997689678320193
7,,353000,0.9998098896986514,0.9996724295033907,0.0001944091577939297,-1.4583521529168883e-05,0.9998098706912378,0.0001788867262319771,1.7659740199853045e-06,3.775918848055967e-05,5.731457737041409e-05,-2.087529238133608e-05,0.9997637986963981
8,,353000,0.9997970417827559,0.9996547603222675,0.00021172292515342903,-6.059015643611125e-06,0.9997970193465476,0.0001909351347554741,-1.3265033879157928e-06,4.441623020123896e-05,6.129763603088778e-05,-1.0708006434598686e-05,0.9997477672292138
1,,545000,0.9989791786697769,0.9982610757798993,0.0012522002652063204,1.129172916192186e-05,0.9989783938017552,0.0009615407310099797,9.428996098538377e-06,0.00040764220357965053,0.00030548892040783136,3.1928692980507054e-05,0.9987329703485818
2,,545000,0.9990714188775294,0.998394805687413,0.0011220841332076161,5.9062564550078476e-06,0.9990707887383525,0.000875218376775611,-6.2838129582682906e-06,0.0003543775587713743,0.00027755691627215714,3.2766230674145446e-05,0.9988472247069528
4,,545000,0.9989877624261405,0.9982738016111198,0.001249369232537777,1.4065021746194575e-05,0.9989869810742695,0.0009528997936518596,-6.914404996603213e-06,0.0004128354462072967,0.0003044954153480517,-9.184652388108457e-06,0.9987426047910005
1,,857000,0.9973791284166602,0.9953932143174951,0.0030635771723550105,2.6390050440310634e-06,0.9973744233181044,0.0024778056797169472,-9.287727123626811e-06,0.0008951701264175336,0.0007835020426446152,4.133826197864701e-05,0.9967386922776387
2,,857000,0.9974575600101597,0.9955209071518416,0.002974252550228671,-5.052158216200658e-06,0.9974531256242894,0.0024119501768714072,-2.2582054800785168e-05,0.0008647899447459305,0.000746072309253473,2.7860531555666116e-05,0.9968419775138749
3,,857000,0.9974376326053273,0.9954421188674134,0.003024581526525947,1.789387715336099e-05,0.9974330466370754,0.0024445767934968173,1.5856000802509134e-06,0.0008984905863040282,0.0007454706444262535,4.1497610647766384e-06,0.9968099525620765
4,,857000,0.9973501334797062,0.995324844633172,0.003114113713049393,3.884336386781622e-05,0.9973452709763871,0.002519545430235831,-7.653401483430522e-06,0.0009179920607211411,0.0007808158907694703,1.6382101817112718e-05,0.9966996386789949
